15_1_5,15_1_10,15_1_20,15_1_50,15_1_100,15_1_1000,16_1_5,16_1_10,16_1_20,16_1_50,16_1_100,16_1_1000,15_3_5,15_3_10,15_3_20,15_3_50,15_3_100,15_3_1000
,,,,,-16.1,,,,,,-17,,,,,,-18.1
,,,,,-16.1,,,,,,-17,,,,,,-18.1
,,,,,-16.1,,,,,,-17,,,,,,-18.1
,,,,,-16.1,,,,,,-17.1,,,,,,-18.1
,,,,,-16.1,,,,,,-17.1,,,,,,-18.1
,,,,,-16.1,,,,,,-17.1,,,,,,-18.1
,,,,,-16.2,,,,,,-17.1,,,,,,-18.1
,,,,,-16.2,,,,,,-17.1,,,,,,-18.1
,,,,,-16.2,,,,,,-17.1,,,,,,-18.2
,,,,,-16.2,,,,,,-17.1,,,,,,-18.2
,,,,,-16.2,,,,,,-17.1,,,,,,-18.2
,,,,,-16.2,,,,,,-17.1,,,,,,-18.2
,,,,,-16.2,,,,,,-17.1,,,,,,-18.2
,,,,,-16.2,,,,,,-17.1,,,,,,-18.2
,,,,,-16.2,,,,,,-17.1,,,,,,-18.3
,,,,,-16.2,,,,,,-17.1,,,,,,-18.3
,,,,,-16.2,,,,,,-17.1,,,,,,-18.4
,,,,,-16.2,,,,,,-17.2,,,,,,-18.4
,,,,,-16.2,,,,,,-17.2,,,,,,-18.5
,,,,,-16.2,,,,,,-17.2,,,,,,-18.5
,,,,,-16.2,,,,,,-17.2,,,,,,-18.5
,,,,,-16.2,,,,,,-17.2,,,,,,-18.5
,,,,,-16.2,,,,,,-17.2,,,,,,-18.6
,,,,,-16.2,,,,,,-17.2,,,,,,-18.6
,,,,,-16.3,,,,,,-17.2,,,,,,-18.6
,,,,,-16.3,,,,,,-17.2,,,,,,-18.6
,,,,,-16.3,,,,,,-17.2,,,,,,-18.6
,,,,,-16.3,,,,,,-17.2,,,,,,-18.6
,,,,,-16.3,,,,,,-17.2,,,,,,-18.6
,,,,,-16.3,,,,,,-17.2,,,,,,-18.6
,,,,,-16.3,,,,,,-17.2,,,,,,-18.7
,,,,,-16.3,,,,,,-17.2,,,,,,-18.7
,,,,,-16.3,,,,,,-17.2,,,,,,-18.7
,,,,,-16.3,,,,,,-17.2,,,,,,-18.7
,,,,,-16.3,,,,,,-17.2,,,,,,-18.7
,,,,,-16.3,,,,,,-17.2,,,,,,-18.7
,,,,,-16.3,,,,,,-17.2,,,,,,-18.8
,,,,,-16.3,,,,,,-17.2,,,,,,-18.8
,,,,,-16.3,,,,,,-17.3,,,,,,-18.8
,,,,,-16.3,,,,,,-17.3,,,,,,-18.8
,,,,,-16.3,,,,,,-17.3,,,,,,-18.8
,,,,,-16.3,,,,,,-17.3,,,,,,-18.8
,,,,,-16.3,,,,,,-17.3,,,,,,-18.9
,,,,,-16.4,,,,,,-17.3,,,,,,-18.9
,,,,,-16.4,,,,,,-17.3,,,,,,-18.9
,,,,,-16.4,,,,,,-17.3,,,,,,-18.9
,,,,,-16.4,,,,,,-17.3,,,,,,-19
,,,,,-16.4,,,,,,-17.3,,,,,,-19
,,,,,-16.4,,,,,,-17.3,,,,,,-19
,,,,,-16.4,,,,,,-17.3,,,,,,-19
,,,,,-16.4,,,,,,-17.3,,,,,,-19
,,,,,-16.4,,,,,,-17.3,,,,,,-19.1
,,,,,-16.4,,,,,,-17.3,,,,,,-19.1
,,,,,-16.4,,,,,,-17.3,,,,,,-19.1
,,,,,-16.4,,,,,,-17.4,,,,,,-19.1
,,,,,-16.4,,,,,,-17.4,,,,,,-19.2
,,,,,-16.4,,,,,,-17.4,,,,,,-19.2
,,,,,-16.4,,,,,,-17.4,,,,,,-19.2
,,,,,-16.4,,,,,,-17.4,,,,,,-19.3
,,,,,-16.4,,,,,,-17.4,,,,,,-19.3
,,,,,-16.4,,,,,,-17.4,,,,,,-19.4
,,,,,-16.4,,,,,,-17.4,,,,,,-19.4
,,,,,-16.4,,,,,,-17.5,,,,,,-19.4
,,,,,-16.4,,,,,,-17.5,,,,,,-19.4
,,,,,-16.4,,,,,,-17.5,,,,,,-19.5
,,,,,-16.5,,,,,,-17.5,,,,,,-19.5
,,,,,-16.5,,,,,,-17.5,,,,,,-19.5
,,,,,-16.5,,,,,,-17.5,,,,,,-19.5
,,,,,-16.5,,,,,,-17.5,,,,,,-19.5
,,,,,-16.5,,,,,,-17.5,,,,,,-19.5
,,,,,-16.5,,,,,,-17.5,,,,,,-19.6
,,,,,-16.5,,,,,,-17.5,,,,,,-19.6
,,,,,-16.5,,,,,,-17.5,,,,,,-19.6
,,,,,-16.5,,,,,,-17.5,,,,,,-19.6
,,,,,-16.5,,,,,,-17.6,,,,,,-19.7
,,,,,-16.5,,,,,,-17.6,,,,,,-19.8
,,,,,-16.5,,,,,,-17.6,,,,,,-19.8
,,,,,-16.5,,,,,,-17.6,,,,,,-19.8
,,,,,-16.5,,,,,,-17.6,,,,,,-19.9
,,,,,-16.6,,,,,,-17.6,,,,,,-19.9
,,,,,-16.6,,,,,,-17.6,,,,,,-20
,,,,,-16.6,,,,,,-17.6,,,,,,-20
,,,,,-16.6,,,,,,-17.6,,,,,,-20
,,,,,-16.6,,,,,,-17.6,,,,,,-20
,,,,,-16.6,,,,,,-17.6,,,,,,-20
,,,,,-16.6,,,,,,-17.7,,,,,,-20
,,,,,-16.6,,,,,,-17.7,,,,,,-20.1
,,,,,-16.6,,,,,,-17.7,,,,,,-20.1
,,,,,-16.6,,,,,,-17.7,,,,,,-20.2
,,,,,-16.7,,,,,,-17.7,,,,,,-20.2
,,,,,-16.7,,,,,,-17.7,,,,,,-20.2
,,,,,-16.7,,,,,,-17.7,,,,,,-20.2
,,,,,-16.7,,,,,,-17.7,,,,,,-20.2
,,,,,-16.7,,,,,,-17.7,,,,,,-20.2
,,,,,-16.7,,,,,,-17.7,,,,,,-20.3
,,,,,-16.7,,,,,,-17.7,,,,,,-20.3
,,,,,-16.8,,,,,,-17.7,,,,,,-20.4
,,,,,-16.8,,,,,,-17.8,,,,,,-20.4
,,,,,-16.8,,,,,,-17.8,,,,,,-20.4
,,,,,-16.8,,,,,,-17.8,,,,,,-20.5
,,,,,-16.8,,,,,,-17.8,,,,,,-20.5
,,,,,-16.9,,,,,,-17.8,,,,,,-20.6
,,,,,-16.9,,,,,,-17.8,,,,,,-20.6
,,,,,-16.9,,,,,,-17.8,,,,,,-20.7
,,,,,-16.9,,,,,,-17.8,,,,,,-20.7
,,,,,-16.9,,,,,,-17.9,,,,,,-20.7
,,,,,-16.9,,,,,,-17.9,,,,,,-20.8
,,,,,-16.9,,,,,,-17.9,,,,,,-20.8
,,,,,-16.9,,,,,,-17.9,,,,,,-20.9
,,,,,-16.9,,,,,,-17.9,,,,,,-20.9
,,,,,-16.9,,,,,,-17.9,,,,,,-20.9
,,,,,-17,,,,,,-17.9,,,,,,-21
,,,,,-17,,,,,,-18,,,,,,-21
,,,,,-17,,,,,,-18,,,,,,-21
,,,,,-17.1,,,,,,-18,,,,,,-21
,,,,,-17.1,,,,,,-18,,,,,,-21.1
,,,,,-17.1,,,,,,-18,,,,,,-21.2
,,,,,-17.1,,,,,,-18.1,,,,,,-21.2
,,,,,-17.1,,,,,,-18.1,,,,,,-21.3
,,,,,-17.2,,,,,,-18.2,,,,,,-21.4
,,,,,-17.2,,,,,,-18.2,,,,,,-21.5
,,,,,-17.2,,,,,,-18.4,,,,,,-21.5
,,,,,-17.3,,,,,,-18.5,,,,,,-21.5
,,,,,-17.3,,,,,,-18.5,,,,,,-21.5
,,,,,-17.4,,,,,,-18.6,,,,,,-21.7
,,,,,-17.5,,,,,,-18.6,,,,,,-21.8
,,,,,-17.5,,,,,,-18.7,,,,,,-22.3
,,,,,-17.5,,,,,,-18.7,,,,,,-22.3
,,,,,-17.6,,,,,,-18.8,,,,,,-22.4
,,,,,-17.7,,,,,,-18.8,,,,,,-22.4
,,,,,-17.7,,,,,,-19,,,,,,-22.5
,,,,,-17.9,,,,,,-19.1,,,,,,-23.9
,,,,,-18.2,,,,,,-19.3,,,,,,-23.9
